DATE,TV,Google Ads,Social Media,Radio,Print,Seasonality,Trend,Macroeconomic,Sales
2020-10-08,119863.92,72981.38,145840.94,117112.64,120017.35,-0.99,2.41,0.95,916309.73
2020-10-09,147580.5,119151.76,126625.12,90057.06,99153.46,-0.99,2.41,0.95,957469.62
2020-10-10,62865.54,90141.45,122825.4,84440.0,140929.79,-0.98,2.42,0.95,961984.59
2020-10-11,163991.0,118095.62,101802.58,125596.05,119876.08,-0.98,2.42,0.95,1051968.32
2020-10-12,41437.37,83676.58,111649.36,100882.92,75314.32,-0.98,2.42,0.95,985220.62
2020-10-13,95446.45,95116.21,137485.15,115499.33,68823.4,-0.97,2.43,0.95,944458.32
2020-10-14,117649.52,101227.58,60016.68,70560.22,124539.45,-0.97,2.44,0.95,1020683.37
2020-10-15,108429.76,69934.38,89516.82,57855.49,111891.01,-0.97,2.44,0.95,975508.08
2020-10-16,81319.01,122224.73,76822.94,103216.24,105092.43,-0.96,2.45,0.95,937579.74
2020-10-17,93756.33,84603.59,111374.59,90434.61,74605.07,-0.96,2.45,0.95,957287.26
2020-10-18,85209.97,93142.0,136906.67,118793.04,118238.43,-0.95,2.46,0.95,1091822.86
2020-10-19,82319.06,70169.52,82090.77,97602.75,77335.03,-0.95,2.46,0.95,1027593.98
2020-10-20,125488.06,23129.99,28290.87,106152.26,96940.4,-0.94,2.46,0.95,1017102.45
2020-10-21,110710.46,94269.17,87633.38,51298.52,143408.32,-0.93,2.47,0.95,1002619.58
2020-10-22,79212.71,172378.46,127404.21,156653.11,80174.97,-0.93,2.48,0.95,1033189.86
2020-10-23,126988.0,123538.13,116128.9,95072.74,52810.32,-0.92,2.48,0.95,1036130.75
2020-10-24,109218.99,99422.19,112845.59,120927.61,68423.58,-0.91,2.49,0.95,1040332.62
2020-10-25,124385.86,92113.28,91600.2,74917.25,129828.96,-0.91,2.49,0.95,1035140.35
2020-10-26,118888.87,100673.98,61629.08,109240.3,107641.93,-0.9,2.5,0.96,1076580.71
2020-10-27,75130.15,116413.57,115458.83,60914.66,96133.68,-0.89,2.5,0.96,1038107.49
2020-10-28,83194.57,64575.62,74971.55,113562.04,84727.19,-0.88,2.5,0.96,991935.52
2020-10-29,122418.81,133429.65,165522.9,89320.78,114560.8,-0.88,2.51,0.96,1014160.62
2020-10-30,118311.11,121461.44,117115.22,100875.72,74526.85,-0.87,2.52,0.96,949848.54
2020-10-31,99372.95,121545.57,82580.55,120939.22,109169.97,-0.86,2.52,0.96,1154226.82
2020-11-01,103519.82,113154.27,81658.44,63023.79,78062.36,-0.85,2.53,0.96,1100178.76
2020-11-02,138329.95,100588.5,97211.67,79465.25,73070.22,-0.84,2.53,0.96,1019761.27
2020-11-03,82252.86,120185.84,92814.94,113719.73,80875.38,-0.83,2.54,0.96,1051464.71
2020-11-04,116412.92,117754.42,133505.01,162946.64,88737.78,-0.82,2.54,0.96,1038073.76
2020-11-05,93934.22,89378.78,105592.49,95857.53,98535.1,-0.81,2.54,0.96,1151473.55
2020-11-06,93469.56,82791.95,78051.05,117734.08,107063.67,-0.8,2.55,0.96,1007849.04
2020-11-07,132963.31,103055.69,156713.22,96790.86,10650.96,-0.79,2.55,0.96,1089131.4
2020-11-08,124762.49,146470.6,101479.25,158267.37,75770.48,-0.78,2.56,0.96,1082613.66
2020-11-09,124405.29,62826.79,123065.19,47583.35,88252.9,-0.77,2.56,0.96,1134081.59
2020-11-10,139164.36,55974.24,81753.2,102838.63,145151.86,-0.76,2.57,0.96,1092306.25
2020-11-11,100630.12,104942.83,110893.47,51233.68,67599.92,-0.75,2.58,0.96,1014430.29
2020-11-12,120458.59,101526.63,109333.3,24802.85,104883.9,-0.74,2.58,0.96,1094685.52
2020-11-13,90692.0,105200.25,43310.52,108923.86,144850.91,-0.72,2.58,0.96,1063600.4
2020-11-14,109724.99,107318.6,160458.25,104184.93,60610.94,-0.71,2.59,0.96,1121220.83
2020-11-15,96095.71,93303.93,138719.33,91454.89,111819.26,-0.7,2.6,0.97,1194049.62
2020-11-16,102909.88,144695.9,88084.14,96814.18,75931.84,-0.69,2.6,0.97,1040533.85
2020-11-17,117854.71,51972.88,66931.91,192948.98,84860.99,-0.67,2.6,0.97,1092723.22
2020-11-18,75453.38,75145.09,110426.85,92254.75,75906.67,-0.66,2.61,0.97,1110393.68
2020-11-19,162771.62,96902.36,102600.93,115303.73,78044.28,-0.65,2.62,0.97,1124305.04
2020-11-20,69819.48,50704.34,110670.07,80519.06,181657.36,-0.64,2.62,0.97,1185814.62
2020-11-21,63574.34,94724.37,105747.32,108856.98,125333.68,-0.62,2.62,0.97,1145616.35
2020-11-22,134743.33,149844.1,115187.23,92852.99,133052.14,-0.61,2.63,0.97,1180631.8
2020-11-23,123749.88,100626.59,143419.17,87684.45,114759.8,-0.59,2.64,0.97,1134163.18
2020-11-24,118723.59,106921.03,117043.1,154566.96,51812.3,-0.58,2.64,0.97,1182619.99
2020-11-25,118850.37,62195.06,68510.34,135315.55,111848.74,-0.57,2.64,0.97,1215746.68
2020-11-26,99632.6,81509.16,140876.89,104102.4,132187.89,-0.55,2.65,0.97,1146035.64
2020-11-27,73082.37,88744.11,149218.44,30873.64,74398.02,-0.54,2.66,0.97,1227572.14
2020-11-28,102274.14,90468.55,194561.7,89169.72,128959.8,-0.52,2.66,0.97,1197036.14
2020-11-29,79685.15,138449.31,66295.18,181090.83,121130.09,-0.51,2.66,0.97,1252662.29
2020-11-30,129253.59,116730.73,107286.46,93080.15,155561.2,-0.49,2.67,0.98,1196348.19
2020-12-01,95588.28,66656.26,37537.04,133096.53,87466.51,-0.48,2.68,0.98,1231568.38
2020-12-02,75235.08,107395.14,116594.47,143258.27,67071.67,-0.46,2.68,0.98,1216619.85
2020-12-03,90358.42,114946.65,83553.99,106568.92,89151.16,-0.45,2.68,0.98,1220039.27
2020-12-04,112387.94,134204.47,157703.37,74745.35,143067.13,-0.43,2.69,0.98,1244051.37
2020-12-05,83088.26,147416.22,76761.55,26940.63,45147.82,-0.42,2.7,0.98,1264254.16
2020-12-06,75333.39,69547.17,49324.51,120524.9,37948.73,-0.4,2.7,0.98,1181298.16
2020-12-07,107310.62,75674.27,85862.09,75557.32,102681.86,-0.39,2.7,0.98,1321873.58
2020-12-08,107349.0,62272.66,40735.37,105284.51,86722.32,-0.37,2.71,0.98,1163675.82
2020-12-09,84791.7,92979.4,122532.98,62505.39,100231.84,-0.35,2.72,0.98,1228936.61
2020-12-10,85868.85,113990.75,38047.51,92042.87,128359.35,-0.34,2.72,0.98,1265031.81
2020-12-11,106961.5,129620.04,100853.73,101011.57,83422.92,-0.32,2.72,0.98,1296980.4
2020-12-12,56557.47,97721.47,37665.65,108057.81,43809.83,-0.3,2.73,0.98,1361836.33
2020-12-13,57776.09,90404.57,90391.07,66555.33,161334.45,-0.29,2.74,0.99,1196825.71
2020-12-14,78446.67,104552.74,149301.34,135907.33,70083.15,-0.27,2.74,0.99,1271114.32
2020-12-15,93596.59,74945.71,110819.44,82093.16,68228.89,-0.26,2.74,0.99,1196960.98
2020-12-16,109327.23,162686.16,74095.19,49765.92,133111.6,-0.24,2.75,0.99,1311731.61
2020-12-17,144260.69,51770.17,99063.9,96729.3,88465.33,-0.22,2.76,0.99,1330625.39
2020-12-18,125729.79,105542.22,100540.51,101031.26,98098.3,-0.21,2.76,0.99,1403513.76
2020-12-19,95201.84,160708.19,114178.91,104817.68,114483.7,-0.19,2.76,0.99,1336979.22
2020-12-20,99429.51,100204.0,58994.25,140863.97,132507.49,-0.17,2.77,0.99,1390161.66
2020-12-21,69924.12,94298.83,117777.02,92906.53,89996.18,-0.15,2.78,0.99,1374203.77
2020-12-22,99444.61,89276.64,18868.25,96411.41,145598.56,-0.14,2.78,0.99,1330338.11
2020-12-23,91340.24,94588.25,81103.46,66904.47,35926.0,-0.12,2.78,0.99,1288777.38
2020-12-24,109681.56,141185.45,85351.78,124616.61,122793.62,-0.1,2.79,0.99,1380135.36
2020-12-25,75183.07,33644.14,118999.8,105529.27,74814.17,-0.09,2.8,1.0,1298973.09
2020-12-26,115580.4,146003.01,100678.93,87399.17,141168.14,-0.07,2.8,1.0,1445564.29
2020-12-27,145982.17,57281.29,57833.11,42859.76,104261.33,-0.05,2.8,1.0,1379957.04
2020-12-28,96737.2,92000.43,70450.21,143332.37,79812.84,-0.03,2.81,1.0,1455105.26
2020-12-29,112051.35,87122.67,105960.4,63169.6,119885.23,-0.02,2.82,1.0,1378650.12
2020-12-30,120704.32,117656.6,97627.98,82261.66,126795.65,0.0,2.82,1.0,1423444.84
2020-12-31,87963.39,52056.27,82626.28,110750.34,119256.82,0.02,2.82,1.0,1427836.55
2021-01-01,106722.77,113865.18,85574.99,64103.26,69109.11,0.02,2.83,1.0,1417625.59
2021-01-02,100377.77,160729.29,120885.04,55194.71,85479.49,0.03,2.84,1.0,1405644.65
2021-01-03,102930.28,59104.78,84469.22,36281.57,99877.81,0.05,2.84,1.0,1454322.7
2021-01-04,76809.71,105691.19,97357.26,121629.91,98762.21,0.07,2.84,1.0,1395835.73
2021-01-05,100735.31,80140.53,165098.1,83644.41,122492.36,0.09,2.85,1.0,1389135.79
2021-01-06,114939.95,112776.62,57289.52,187818.1,39552.96,0.1,2.86,1.01,1519230.86
2021-01-07,143534.31,100574.43,44444.72,70169.35,110029.81,0.12,2.86,1.01,1500946.72
2021-01-08,128778.12,80755.39,123507.69,72356.47,91300.56,0.14,2.86,1.01,1475397.17
2021-01-09,164595.47,114636.17,79640.71,83038.21,74844.98,0.15,2.87,1.01,1562887.72
2021-01-10,76979.57,154130.44,90452.87,107294.04,77725.4,0.17,2.88,1.01,1473782.57
2021-01-11,126169.62,94272.89,76565.31,85893.9,93563.87,0.19,2.88,1.01,1560856.86
2021-01-12,105500.26,121592.74,92206.0,118369.97,8032.55,0.21,2.88,1.01,1511060.35
2021-01-13,165694.09,61201.81,147956.14,70642.35,78961.31,0.22,2.89,1.01,1458611.68
2021-01-14,75751.05,71306.91,124063.85,58552.25,73725.56,0.24,2.9,1.01,1609824.5
2021-01-15,74808.34,114172.19,125866.71,46053.56,115983.5,0.26,2.9,1.01,1574535.7
2021-01-16,82018.22,144523.48,57513.19,33292.77,75834.2,0.27,2.9,1.01,1526529.23
2021-01-17,36283.13,110668.4,65465.39,84457.93,93546.59,0.29,2.91,1.01,1576519.94
2021-01-18,84227.35,90608.26,14827.64,90970.59,146268.3,0.3,2.92,1.02,1527556.52
2021-01-19,77226.02,99978.74,75718.58,81056.89,129830.55,0.32,2.92,1.02,1596777.32
2021-01-20,104511.81,62487.77,128701.1,137302.17,127068.14,0.34,2.92,1.02,1443339.88
2021-01-21,110252.68,118135.46,115508.4,136840.91,85003.83,0.35,2.93,1.02,1519471.88
2021-01-22,156285.13,126469.99,93354.6,89955.91,116290.97,0.37,2.94,1.02,1626985.51
2021-01-23,128512.72,86437.29,99330.99,46182.37,92983.07,0.39,2.94,1.02,1573090.9
2021-01-24,82692.89,85898.74,79333.43,82998.85,94117.2,0.4,2.94,1.02,1603491.07
2021-01-25,73047.56,107976.35,106142.77,82005.36,112290.56,0.42,2.95,1.02,1533302.31
2021-01-26,114757.58,86898.41,122976.35,80285.95,82090.19,0.43,2.96,1.02,1700548.08
2021-01-27,60393.0,98016.02,51523.4,79068.43,144790.09,0.45,2.96,1.02,1675177.97
2021-01-28,154943.76,162991.65,108989.43,80396.11,95196.1,0.46,2.96,1.02,1613096.33
2021-01-29,135383.2,92589.23,127973.05,88403.75,118550.82,0.48,2.97,1.02,1610354.87
2021-01-30,85924.73,89249.8,87546.99,80933.77,143668.01,0.49,2.98,1.02,1689507.41
2021-01-31,48605.96,80573.75,121021.02,106249.68,130949.61,0.51,2.98,1.03,1744564.98
2021-02-01,140616.17,122325.76,184439.63,110811.06,57732.43,0.52,2.99,1.03,1700518.86
2021-02-02,96563.8,94563.27,96869.72,72680.65,113346.88,0.54,2.99,1.03,1768783.18
2021-02-03,137134.49,80518.81,111799.21,138131.96,125521.58,0.55,3.0,1.03,1621409.26
2021-02-04,52167.17,139639.12,77858.29,70598.13,126755.89,0.57,3.0,1.03,1633860.65
2021-02-05,82018.75,142588.09,105437.53,51465.98,66601.15,0.58,3.0,1.03,1622654.03
2021-02-06,100157.31,81987.29,113808.15,111423.34,80288.94,0.59,3.01,1.03,1711426.19
2021-02-07,101409.42,44003.8,105845.27,75477.76,129836.75,0.61,3.02,1.03,1705319.51
2021-02-08,86498.04,130225.41,69409.14,109638.74,77147.19,0.62,3.02,1.03,1696105.63
2021-02-09,118685.5,79461.11,106190.85,27889.94,91009.12,0.64,3.02,1.03,1751290.46
2021-02-10,67971.39,123718.77,143865.88,141773.68,147276.27,0.65,3.03,1.03,1779527.44
2021-02-11,95728.62,40896.89,113459.07,120168.8,98566.02,0.66,3.04,1.03,1648668.16
2021-02-12,103608.87,126777.92,128859.62,54985.7,78196.78,0.67,3.04,1.03,1702098.63
2021-02-13,115433.17,63664.84,92889.64,55636.69,73671.48,0.69,3.04,1.03,1779903.74
2021-02-14,121348.45,121922.92,122497.01,150167.98,109981.58,0.7,3.05,1.03,1722411.17
2021-02-15,66260.74,100428.19,108378.04,77878.6,60005.56,0.71,3.06,1.04,1712739.09
2021-02-16,53976.57,71381.82,71472.68,74974.45,92579.92,0.72,3.06,1.04,1810376.04
2021-02-17,138330.3,87788.91,109555.63,32018.44,109996.92,0.74,3.06,1.04,1701720.86
2021-02-18,109969.42,120589.55,70249.1,89476.65,138974.49,0.75,3.07,1.04,1757808.51
2021-02-19,77545.4,103176.83,81013.59,93168.41,120026.44,0.76,3.08,1.04,1795954.52
2021-02-20,146534.56,117532.39,105679.85,121464.79,78578.05,0.77,3.08,1.04,1757407.9
2021-02-21,103470.24,159293.22,108917.33,58027.65,135352.58,0.78,3.08,1.04,1831773.06
2021-02-22,135378.92,53072.75,64323.03,54391.4,91014.55,0.79,3.09,1.04,1770625.9
2021-02-23,102025.55,148516.38,131619.57,113528.88,62928.91,0.8,3.1,1.04,1875892.3
2021-02-24,161822.44,103130.68,117160.19,130201.9,94838.76,0.81,3.1,1.04,1805500.38
2021-02-25,152660.23,73036.48,78858.15,52865.43,143145.08,0.82,3.1,1.04,1851610.83
2021-02-26,92531.08,60090.59,53872.46,132445.42,104957.2,0.83,3.11,1.04,1861540.02
2021-02-27,129147.13,94326.39,95652.86,101126.26,100375.66,0.84,3.12,1.04,1798983.81
2021-02-28,119361.28,127649.5,86621.69,132754.16,149116.35,0.85,3.12,1.04,1733737.09
2021-03-01,141058.95,96173.53,103394.21,97893.39,57059.35,0.86,3.12,1.04,1860426.85
2021-03-02,71052.3,145334.65,89106.5,24331.66,61432.03,0.87,3.13,1.04,1851906.74
2021-03-03,120581.54,56464.73,39776.29,95440.98,51524.61,0.88,3.14,1.04,1881911.05
2021-03-04,131752.73,99637.33,88349.59,131804.31,111179.45,0.88,3.14,1.04,1848543.86
2021-03-05,47237.82,62428.2,90831.43,73187.62,104994.79,0.89,3.14,1.04,1844020.12
2021-03-06,64502.24,110908.96,119009.83,88361.05,146282.09,0.9,3.15,1.04,1971556.67
2021-03-07,38823.03,126606.62,79054.01,94715.99,107304.25,0.91,3.16,1.05,1803025.02
2021-03-08,91917.79,87377.15,150360.24,13014.58,87875.29,0.91,3.16,1.05,1918767.04
2021-03-09,121526.27,21873.58,42650.78,150140.43,100053.85,0.92,3.16,1.05,1858681.88
2021-03-10,145070.71,105968.44,139335.02,72958.73,103531.22,0.93,3.17,1.05,1875880.39
2021-03-11,102222.84,113102.16,93270.43,115172.06,49847.16,0.93,3.18,1.05,1881984.25
2021-03-12,148858.47,112128.84,125787.55,97398.97,181309.95,0.94,3.18,1.05,1862749.82
2021-03-13,58596.96,137073.47,102394.04,137728.57,115596.13,0.95,3.18,1.05,1936475.34
2021-03-14,48898.53,67868.39,134186.67,112181.68,106300.25,0.95,3.19,1.05,1982348.29
2021-03-15,98333.57,120406.48,88379.14,92952.27,118454.92,0.96,3.2,1.05,1941127.29
2021-03-16,111521.96,135775.23,67041.39,73194.55,121282.33,0.96,3.2,1.05,1927513.22
2021-03-17,99019.16,46642.37,142615.13,123935.52,95783.4,0.97,3.2,1.05,1877645.61
2021-03-18,37976.74,109589.55,96595.58,43796.76,81062.77,0.97,3.21,1.05,1957337.34
2021-03-19,97326.4,84874.61,106646.75,119376.71,117983.52,0.97,3.22,1.05,2043746.16
2021-03-20,60865.91,97554.32,137042.56,67028.66,111571.33,0.98,3.22,1.05,1921229.28
2021-03-21,120090.18,110430.29,69041.34,137568.51,75703.3,0.98,3.22,1.05,1925702.2
2021-03-22,110997.95,85383.14,117864.73,104838.99,142571.07,0.98,3.23,1.05,1920585.27
2021-03-23,71803.61,79728.76,82303.16,119323.71,108800.56,0.99,3.24,1.05,1928207.37
2021-03-24,84583.99,101024.57,96034.92,102459.66,121894.58,0.99,3.24,1.05,1819350.85
2021-03-25,68223.59,67382.62,102168.37,47428.69,141757.63,0.99,3.24,1.05,1980703.6
2021-03-26,98119.63,67425.25,54993.34,74178.13,100656.66,0.99,3.25,1.05,1921907.94
2021-03-27,128654.27,120381.2,76634.89,120171.68,109508.56,1.0,3.26,1.05,1887303.22
2021-03-28,70428.22,65536.18,140532.19,104999.67,124300.82,1.0,3.26,1.05,2009002.57
2021-03-29,115121.4,119989.38,126585.74,135429.7,78254.17,1.0,3.26,1.05,1920664.57
2021-03-30,84092.27,113877.74,98120.81,112098.24,101621.55,1.0,3.27,1.05,1961149.05
2021-03-31,76213.82,48225.8,107293.7,70998.94,103766.46,1.0,3.28,1.05,2054615.82
2021-04-01,96789.09,79673.06,91172.72,76118.08,71318.24,1.0,3.28,1.05,1913938.04
2021-04-02,68942.73,135823.28,140697.5,103087.52,169529.1,1.0,3.28,1.05,1910767.31
2021-04-03,83390.52,70565.03,93989.42,30578.68,57781.2,1.0,3.29,1.05,2003753.18
2021-04-04,64063.66,86067.87,106955.26,150203.26,61056.88,1.0,3.3,1.05,2050545.55
2021-04-05,158941.75,113861.83,134380.9,113252.4,139426.8,1.0,3.3,1.05,1917029.31
2021-04-06,101057.91,123501.72,76678.86,136811.04,121397.99,1.0,3.3,1.05,2018697.3
2021-04-07,79008.23,92453.83,146763.68,52581.88,69221.06,1.0,3.31,1.05,2029820.43
2021-04-08,106419.4,82074.69,54086.16,137336.95,118218.67,0.99,3.32,1.05,1900161.04
2021-04-09,96630.16,142671.1,148889.26,166944.97,144035.51,0.99,3.32,1.05,2045283.65
2021-04-10,93370.91,152166.99,88819.73,60373.65,99092.11,0.99,3.32,1.05,2051318.51
2021-04-11,118425.0,129365.74,92719.04,123142.05,177964.69,0.99,3.33,1.05,1993919.17
2021-04-12,122725.23,102559.54,43299.69,100033.3,48278.15,0.98,3.34,1.05,2074035.92
2021-04-13,84084.97,75752.03,86356.16,53666.98,120814.7,0.98,3.34,1.05,2070041.94
2021-04-14,82725.45,75086.67,68805.8,114786.52,134995.85,0.98,3.34,1.05,2020065.78
2021-04-15,91748.45,115675.42,81770.61,125008.1,126740.32,0.97,3.35,1.05,1993918.58
2021-04-16,30942.37,112551.95,95880.67,81966.2,93869.33,0.97,3.36,1.05,1969320.44
2021-04-17,54544.27,142047.96,128733.75,134977.5,91286.76,0.96,3.36,1.05,2017445.25
2021-04-18,141006.23,119513.5,106228.1,49997.1,113324.36,0.96,3.36,1.05,2049063.32
2021-04-19,149349.03,54907.59,109230.3,55157.32,124472.63,0.95,3.37,1.05,2005509.03
2021-04-20,92528.92,131558.43,67134.42,104097.92,118074.2,0.95,3.38,1.05,1912876.44
2021-04-21,117296.71,70058.18,73577.38,100761.56,131201.74,0.94,3.38,1.05,2087111.86
2021-04-22,109337.5,88480.86,153961.75,78502.8,69433.9,0.94,3.38,1.05,2034003.63
2021-04-23,192366.42,107506.01,77943.97,124287.83,93166.87,0.93,3.39,1.05,2006219.4
2021-04-24,133587.25,159870.02,149686.25,115926.83,71799.52,0.92,3.4,1.05,2068658.98
2021-04-25,96162.47,193297.56,92708.16,125744.17,88416.62,0.92,3.4,1.05,2102526.03
2021-04-26,71333.79,118201.69,100068.64,96305.91,130456.63,0.91,3.4,1.05,1886584.7
2021-04-27,51806.61,94504.1,132110.95,118077.41,103239.52,0.9,3.41,1.05,2048673.42
2021-04-28,106103.91,116035.17,138156.77,86630.49,178205.77,0.9,3.42,1.04,1955802.16
2021-04-29,77309.48,126629.66,96675.62,161614.56,105802.19,0.89,3.42,1.04,2052159.28
2021-04-30,57332.39,90379.97,88352.71,75623.63,101790.76,0.88,3.42,1.04,2033564.67
2021-05-01,80602.81,153856.34,98322.39,163158.92,103185.49,0.87,3.43,1.04,2058815.74
2021-05-02,67553.56,106902.12,110138.73,101046.64,80865.74,0.86,3.44,1.04,2001824.79
2021-05-03,150614.25,114932.29,126739.11,58734.67,98264.9,0.85,3.44,1.04,1932780.83
2021-05-04,126449.19,119977.73,100126.9,141042.38,133833.64,0.85,3.44,1.04,2003478.57
2021-05-05,99760.82,112647.6,118566.59,103777.04,103419.12,0.84,3.45,1.04,2045792.78
2021-05-06,144398.32,125168.22,149150.79,125533.72,76196.21,0.83,3.46,1.04,2075573.81
2021-05-07,102321.05,81482.4,111439.29,136715.68,72247.46,0.82,3.46,1.04,1965467.35
2021-05-08,74161.47,83250.95,109349.59,110138.67,86493.94,0.81,3.46,1.04,2074568.88
2021-05-09,145693.72,66995.37,54432.68,82232.77,102215.9,0.8,3.47,1.04,1989882.28
2021-05-10,116167.3,113185.04,21078.1,129271.4,135807.6,0.79,3.48,1.04,2039362.61
2021-05-11,68882.62,123368.1,111651.27,100022.67,59785.34,0.77,3.48,1.04,1994614.94
2021-05-12,94289.84,113733.19,97155.27,120575.73,90405.21,0.76,3.48,1.04,2027993.94
2021-05-13,73731.45,150234.77,84556.52,35388.08,104329.3,0.75,3.49,1.04,2062162.35
2021-05-14,58516.01,99832.12,107305.91,113409.45,44988.83,0.74,3.5,1.04,1954809.51
2021-05-15,127785.33,120062.25,98187.89,80842.43,74992.05,0.73,3.5,1.04,1980666.59
2021-05-16,157282.5,67248.97,133833.41,149599.29,79603.34,0.72,3.5,1.04,2022322.62
2021-05-17,58042.97,88387.01,102583.33,118692.62,76120.89,0.71,3.51,1.04,2131478.46
2021-05-18,116889.08,120866.13,77592.3,107195.73,105756.69,0.69,3.52,1.03,1966478.37
2021-05-19,80480.72,125473.06,129704.99,114589.3,95183.21,0.68,3.52,1.03,2109798.01
2021-05-20,85386.24,91180.99,93486.07,70046.77,83341.42,0.67,3.52,1.03,2106082.08
2021-05-21,82228.18,97852.02,115796.1,148697.7,112838.88,0.66,3.53,1.03,1998982.83
2021-05-22,74080.28,54463.79,85677.68,159741.11,151692.24,0.64,3.54,1.03,1986847.14
2021-05-23,101455.65,89289.12,80505.19,111787.41,149177.7,0.63,3.54,1.03,1964978.59
2021-05-24,75071.5,126711.49,102525.05,147712.11,42316.85,0.62,3.54,1.03,1993920.77
2021-05-25,108113.7,117256.15,100384.86,82925.55,117312.17,0.6,3.55,1.03,1924667.5
2021-05-26,98492.86,115019.97,114394.81,76086.59,94659.3,0.59,3.56,1.03,1988789.09
2021-05-27,92831.56,101493.21,91940.63,101227.74,104654.66,0.57,3.56,1.03,2064969.19
2021-05-28,72773.09,100211.89,44909.21,113048.23,88051.51,0.56,3.56,1.03,1957023.17
2021-05-29,82696.86,80190.37,87016.78,88180.4,103527.66,0.55,3.57,1.03,1972923.38
2021-05-30,122661.74,120964.85,123814.55,116133.05,104542.22,0.53,3.58,1.03,1897216.24
2021-05-31,115027.52,112629.19,91078.72,109191.68,82631.45,0.52,3.58,1.03,1998222.86
2021-06-01,70673.34,114760.57,92608.5,70050.8,73108.97,0.5,3.58,1.03,1989925.01
2021-06-02,102979.97,84218.95,129591.3,115563.79,86539.13,0.49,3.59,1.02,1977003.76
2021-06-03,122541.61,35399.71,78640.8,125905.85,107027.78,0.47,3.6,1.02,1960032.9
2021-06-04,49917.84,132914.58,53715.9,105144.08,117969.89,0.46,3.6,1.02,1953232.0
2021-06-05,116300.81,85634.88,95181.07,134579.44,125600.47,0.44,3.6,1.02,1989902.19
2021-06-06,80121.29,74116.73,85474.78,63477.89,85174.3,0.43,3.61,1.02,1960246.72
2021-06-07,117117.96,120804.37,71012.61,114038.51,108515.34,0.41,3.62,1.02,1974261.91
2021-06-08,77102.23,88239.62,94738.65,64891.58,128875.08,0.39,3.62,1.02,1966034.94
2021-06-09,45853.54,131798.09,114745.17,66577.56,134967.85,0.38,3.62,1.02,2008178.49
2021-06-10,51173.73,118510.18,99721.34,81072.07,98235.01,0.36,3.63,1.02,1982528.69
2021-06-11,101442.55,120507.08,109209.43,71738.19,93372.05,0.35,3.64,1.02,1954946.4
2021-06-12,107791.68,59021.33,154402.23,83560.13,105733.73,0.33,3.64,1.02,2017802.9
2021-06-13,72870.5,136358.32,89713.63,93575.49,65508.78,0.31,3.64,1.02,1959429.89
2021-06-14,119157.77,107837.52,108350.46,125114.63,94191.71,0.3,3.65,1.01,2000157.33
2021-06-15,50154.4,88921.69,84723.6,90365.23,122337.59,0.28,3.66,1.01,1961708.71
2021-06-16,98017.61,104301.65,74609.21,52431.23,119258.41,0.26,3.66,1.01,1835680.02
2021-06-17,63669.51,46712.94,82452.77,134202.04,91891.97,0.25,3.66,1.01,1989395.66
2021-06-18,80444.92,112259.58,85637.24,74887.3,106531.55,0.23,3.67,1.01,1927256.51
2021-06-19,101421.96,69118.85,110784.27,98238.39,75260.49,0.21,3.68,1.01,1914211.15
2021-06-20,74187.6,59419.89,170472.27,113396.1,121104.76,0.2,3.68,1.01,1927157.0
2021-06-21,88463.33,54329.22,78518.7,105988.31,97665.36,0.18,3.68,1.01,1892092.39
2021-06-22,130188.78,133380.65,87501.24,132825.39,91721.46,0.16,3.69,1.01,1916918.61
2021-06-23,82693.24,81122.1,98106.31,114370.09,89148.28,0.15,3.7,1.01,1872173.94
2021-06-24,125070.76,146011.83,111873.97,74160.71,98113.18,0.13,3.7,1.01,1961659.43
2021-06-25,66108.79,83925.96,107906.52,165356.87,86563.67,0.11,3.7,1.01,1888423.45
2021-06-26,115894.13,48779.26,138522.87,105830.0,119744.29,0.09,3.71,1.0,1871111.96
2021-06-27,143247.06,66504.27,27208.24,95579.79,88141.49,0.08,3.72,1.0,1840116.1
2021-06-28,25850.66,137074.35,28392.1,128917.76,147788.92,0.06,3.72,1.0,1895907.64
2021-06-29,76093.14,95323.05,85123.65,107483.53,143956.32,0.04,3.72,1.0,1887917.84
2021-06-30,117312.16,83551.38,132919.01,111976.85,73253.7,0.03,3.73,1.0,1894066.23
2021-07-01,93908.64,104800.55,53030.56,174765.52,102091.13,0.01,3.74,1.0,1819355.73
2021-07-02,111134.38,115053.48,9771.03,91746.36,80480.3,-0.01,3.74,1.0,1786725.32
2021-07-03,81880.44,133521.96,117135.38,90467.17,90200.57,-0.03,3.74,1.0,1894125.34
2021-07-04,102597.69,143454.98,107309.72,103497.36,160072.82,-0.04,3.75,1.0,1933135.81
2021-07-05,95329.68,89206.94,67293.75,132145.48,90772.86,-0.06,3.76,1.0,1803642.52
2021-07-06,135033.46,60218.57,70433.81,54803.98,110806.78,-0.08,3.76,1.0,1930489.47
2021-07-07,107632.63,87596.05,70907.69,41033.32,116239.64,-0.09,3.76,1.0,1861272.86
2021-07-08,110128.08,107808.42,103316.06,82386.54,69981.12,-0.11,3.77,0.99,1842788.68
2021-07-09,87643.69,71087.23,81210.54,50982.31,74347.14,-0.13,3.78,0.99,1819335.12
2021-07-10,85371.81,71285.47,114821.92,87255.06,63819.33,-0.15,3.78,0.99,1766065.95
2021-07-11,87023.25,110313.64,14361.2,115074.99,73420.88,-0.16,3.78,0.99,1880767.64
